,,,,,,
,,,,,,
,,,,,,
,Picture,UUID,Raw DAT💾,Object Name/Download💾,Type,Description (if available)
,,D32EEDA7-D1B64305-A02C3A05-3D98B617,542586219_DAT,柴染の足甲（女性用）,Female Feet,デモンズソウルに登場する防具。重装の金属足甲。 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 古くからボーレタリア王家に蔵される、古い鎧の一部。 　 　 　 　 　 　 　 　 　 　 特に炎の類を寄せ付けず近来では、双剣のビヨールの装備として知られる。 　 　 　 　 凄まじく重く、スタミナの回復が大きく損なわれる。 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 　 [#Legal]
,,D32FEE9C-13834914-A6369494-E81CD73E,2347120973_DAT,Dead Island™ Zombie Survivor Game,Minigame,Relocate [#Legal]
,,D3300539-AFED4B18-AF02C92B-7DA669E2,123584302_DAT,Poster - Judge Death 2,Furniture,Poster featuring the Judge Death character [#Legal]
,,D334CE58-B9F846A0-8EF8DA40-48DD7871,4234264392_DAT,Mercian Soldier's Helmet (Male),Male Hat,"The Soldier's Headband signifies a brave dedication to Mercia, a recognised honour and privilege to wear. [#Legal]"
,,D340B60F-3D2647C9-BCCD75B7-04F6F4F2,619475435_DAT,Modern Corner Sofa Black,Furniture,Media_apt_cornersofa [#Legal]
,,D3418AD5-224E48D6-B714D2C6-9680E8BE,3446781981_DAT,Ripped Skinny Jeans - Queen of the World,Female Legs,Rock 'n' roll 'n' ravishing. [#Legal]
,,D3419BD2-CE1C47F2-B944E68D-122FF4F4,1946841976_DAT,Sparkle Jeans,Female Legs,Levis will be copying this design next year... [#Legal]
,,D3448606-14554149-AA244F3E-5D6EDD32,2191573515_DAT,Sodium Robo-Jerboa - Bijel,Companion,"Originally designed as a children's toy by Sodium scientists, the Robo-Jerboa turned out to be very useful for hopping across the desert sands carrying important data and messages. [#Legal]"
,,D34B3B25-1D4C4F0B-90C5985A-D4B664B9,629354448_DAT,Winged Skull Arm Tattoo,Male Tors,Let others know you mean business with this skull tattoo.[#Legal]
,,D34D8D6C-50BA4A87-B8340F1D-40DCB41E,3169939539_DAT,T2: Judgment Day - T-1000 Pointed Hands and Damage (Male),Male Hands,
,,D35B0445-4867404D-B729817C-AD9658B3,1295784540_DAT,Tied Back Sides,Female Hair,
,,D35C3B1D-53FE433E-935D3E28-220D6514,1954333956_DAT,Tuxedo sofa ~ medium,Furniture,Lots of room for lounging on this. [#Legal]
,,D35C6AE8-BD4643F4-A5B14A8F-58B2ACE5,4010921875_DAT,gamesradar. Limited Edition T-Shirt,Female Tors,gamesradar. Limited Edition T-Shirt [#Legal]
,,D378FE39-B5244E67-A8CD13BE-1B30EAEE,591649588_DAT,Bunsen,Companion,"Hot-headed hard-rockin' lizard Bunsen used to front a band, until his firey ego got to be too much. Really, he just wants to be loved. [#Legal]"
,,D37DD9D5-543F4491-943A4978-C7F4924E,286388673_DAT,Male Ghostbusters™ Stay Puft Marshmallow Head,Male Hat,A Marshmallow head for your PlayStation®Home Avatar. [#Legal]
,,D3831497-7B5E4487-A06E0F2D-AA92AFC0,3018763865_DAT,Layered Black Skirt with Red and Black Horizontal Stripe Leggings,Female Legs,"Pleated layered skirt with wide, black belt and three-quarter length leggings. [#Legal]"
,,D38B5A82-E8444232-994DE17F-85E8D097,3440193576_DAT,Gold Suit,Male Outfits,"Va Bling! Réfléchir e chatoyer en or. Produit exclusivement avec du fil 100% de l'or virtuel. Réunit toutes les pièces (femme et homme):  la veste, le pantalon, les chaussures, et la bagues - vous le merite pourquoi pas? [#Legal]"
,,D38CDB73-74D5449F-82BECC41-CFB474C6,176256876_DAT,Posse T-Shirt,Female Tors,There’s strength in numbers: get the posse T-Shirt and make your own laws.
,,D391B93E-46D64A04-937BA245-15E5050F,3328821992_DAT,Hudson Fan,Female Hands,A fan with Hachisuke (Hudson Bee mascot) on it.
,,D396B826-1DFE4B7C-BBEE4708-2C58F85A,3709131310_DAT,"Beautiful Eyes: Normal (Emerald Green, Female)",Female Glasses,Coloured contact lenses that change the look of your eyes.\nType: Normal\nColour: Emerald Green[#Legal]
,,D39BAD2C-3A1F4EDD-B406178B-6B78BD52,2492676482_DAT,Kaprix-Service,Male Tors,Black and white stripped cardigan [#Legal]
,,D39D1078-BF124162-B3856EE5-952094D5,296769860_DAT,Raver - Aviator Sunglasses   ,Male Glasses,Capture the attention of everyone around as you dance with this colorful eyewear. [#Legal]
,,D3A3A8A0-6F6A46AD-963A6636-2575B7A4,2726257319_DAT,LMO - Anti-Gravity Boots (Black and Gold),Locomotion,
,,D3A4230D-EDD14FD2-9BCAC7BF-B4C75485,3757023445_DAT,Spider Clan Male Ninja Boots - Silver,Male Feet,Spider Clan Male Ninja Boots - Silver [#Legal]
,,D3A55EC9-22D84A47-BB08A933-8BF2A567,4205859039_DAT,Male hunter boots,Male Feet,Des bottes solides pour arpenter les bois. [#Legal]
,,D3AEB463-ADDE4A5B-800EEBC5-F885B07A,553211978_DAT,Paintball Mask - Black  (for Female),Female Hat,"Ooh, nice clean paintballing gear. Not for long… \n\n  Created by Double Time – Play to Win, Play Double Time. [#Legal]"
,,D3AF3217-6968480F-9E2CA081-5087EE34,1568813355_DAT,Forever Plaid,Male Legs,"Tight, black, grey and white plaid pants.[#Legal]"
,,D3B3ECBD-D9C548BE-B5968FEC-A37DFFEA,1724737608_DAT,Snoop,Companion,"LOOT™’s done it again; we searched high and low for the cutest companion we could find. PUPPIES! Take home your favourite Schnauzer today! Don’t worry, they’re already house-trained. [#Legal]"
,,D3B844F7-6D5343B4-876C5261-60A2A332,1794992874_DAT,Fei Long Bodysuit - alternate,Male Tors,"Feel like Fei Long from Street Fighter IV with this alternate bodysuit top! For those who want to show off their perfect physique, this is for you! 　 　 　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　 Street Fighter IV © CAPCOM U.S.A., Inc.[#Legal]"
,,D3C0CF03-B2D14BD9-A47C69E0-8E358AFC,1973080750_DAT,"Casual Sports Jacket ""Enjoy Football"" (CMR・Male)",Male Tors,Casual &amp; Sporty Football Top (Cameroon Style)[#Legal]
,,D3C4DF10-C28F4A8C-97FEBA66-22F6D402,1122666375_DAT,Find Out More,Minigame,
,,D3CDEDE0-0F224402-99DFAA38-C5968FA5,3463841803_DAT,Futuristic General Gloves (Male),Male Hands,Fingerless leather gloves. [#Legal]
,,D3D20BE8-EF184EF3-86ACB49E-B79EB38B,1934116141_DAT,Turquoise Blue Shirt with Rolled-up Sleeves and Blue Tie,Male Tors,Untucked shirt with rolled up sleeves and tie - they look great paired with anything from smart trousers casual pants. [#Legal]
,,D3DACF08-CD2D46C9-88F44EE0-1128D796,3355945769_DAT,Male Cardboard Robot Legs,Male Legs,
,,D3DCE1FD-42044CCE-B920C04E-1E42F8EB,1255356246_DAT,Hex Aura [Male],Male Hands,A showy aura to let everyone know you have collected all of the Set 1 tiles in Hexalon.[#Legal]
,,D3E338EB-351E4249-8EBE5397-5B8B3343,3701998124_DAT,"Akuma's ""Ten"" T-shirt",Male Tors,
,,D3E3446C-595744E8-8C7422CD-294E35B6,1981727632_DAT,Drey White Linen Jacket with Shirt and Waistcoat,Male Tors,"This is the season to be seen in a suit. Drey’s stylish single-breasted jacket, with waistcoat and twin stripe tie, is an effortlessly stylish way to sharpen up for the new season. \n\n   Composition: 73% llama wool, 27% mohair\n  Care: Dry clean only\n [#Legal]"
,,D3E932D7-726D48D8-AD5BED02-BA126ED2,4138011537_DAT,"Lei that hangs around the neck (Light Blue, Women)",Female Tors,A tropical light blue lei that hangs around the neck.\nDefensive Strength: ★\nSexiness: ★★★★\nTropicalness: ★★★[#Legal]
,,D401670A-FFAD4A87-A3DEF991-D3002C01,3980345730_DAT,Black Skinny Jeans with Green Stars,Female Legs,Alternative Skinny Jeans - Available in a variety of patterns and colours [#Legal]
,,D4096F23-E5E24403-B1F08C37-266320CD,3089811829_DAT,"Hot Dog Outfit, Headdress (Female)",Female Hat,Download this hotdog suit outfit (Upper Body) from Saints Row 2.[#Legal]
,,D4099542-21424F4A-AF7E30E5-34EDA414,2856049722_DAT,Glamourous Hair,Female Hair,Glamourous hair for a glamourous occasion. [#Legal]
,,D40D8011-A7DE4CB8-A0DCAAB6-606C5133,3288416530_DAT,White Naveen Earring (Left),Female JewelLeftEar,"The Occasions Collection brings you style, elegance and class, all wrapped up in the perfect outfit to wear to any of life's big occasions.  Go for the full, colour block look or mix and match for a touch of individuality.Make an impression, whatever the occasion! [#Legal]"
,,D4150CBE-AE434835-9017046A-B7C62C5B,1452819612_DAT,Red Hooded Jacket,Female Tors,Red bomber style jacket with hood. [#Legal]
,,D41C05D9-1EC34BD6-A7A06E15-7054B4B2,869195434_DAT,Uproar - Outlaws Admiral Hat (for Female),Female Hat,Represent your chosen Uproar gang by wearing this clothing item in-game and around PlayStation®Home! [#Legal]
,,D42108DE-CC034979-889A0D44-5EE371F7,3344800399_DAT,Halloween Commerce Point,Minigame,Halloween Commerce Point [#Legal]
,,D42A381D-8DA34E3F-8D72109A-DA5113E3,2479869316_DAT,Female Save the ta-tas® Tee - Black,Female Tors,"The Save the ta-tas Foundation exists for the advancement of breast cancer awareness, education and prevention, and to aid in the fight to end cancer. For more information or to make donations directly, visit www.savethetatas.com. *A portion of each Save the ta-tas virtual goods purchase goes to cancer research. [#Legal]"
,,D42B241B-21754248-B83195C8-68C9067D,2553105780_DAT,"Tabi Socks &amp; Sandals (Black, Men)",Male Feet,Feet wearing tabi-style socks (separating the big toe from other toes) and sandals with a black strap.nDefensive Strength:★[#Legal]
,,D42E32DB-50444660-8EFEE128-07991F55,389163081_DAT,Male Ninja Pants,Male Legs,Male Ninja Pants
,,D43005A6-86D349C0-92D9E370-3771CDCB,4032141852_DAT,Deathscythe (Men),Male Hands,A scythe with devil's power trapped inside. You can cultivate new type of this by advancing L-Project.\nThe effect of this item is to make new type as same as the deathbringer. [#Legal]
,,D4369F2B-BFB44630-B4D5EE87-80B28745,2670225478_DAT,BREAK-A-LEG ARM PLASTER #2,Female Tors,Good luck arm plaster brings you good luck and “keeps your arm safe from harm”. [#Legal]
,,D43DC0E5-4B694165-8B3068DD-A5C69A13,3324895487_DAT,Drey Zipper Clutch - Dusky Pink,Female Hands,"This bright, compact clutch has a chunky zip detail and comes with a set of versatile bangles. [#Legal]"
,,D440769C-9B664A68-9EDB0402-FBE17E4F,4096761793_DAT,Red sneakers (Men),Male Feet,Those timeless casual sneakers will look good on any occasion. [#Legal]
,,D445B106-FF3F4DF5-82F35720-12F82471,32476642_DAT,Rebel Trooper Endor Combat Helmet,Male Hat,"Standard issue for the Rebel forces on Endor, this combat helmet was designed with heavy camouflage allowing the Rebels to blend in with their surroundings on the forest moon.[#Legal]"
,,D44DECFB-DDF34944-B698B452-901DBD14,3982435536_DAT,Green Checked Shirt with Rolled-up Sleeves and Black Tie,Male Tors,Untucked shirt with rolled up sleeves and tie - they look great paired with anything from smart trousers casual pants. [#Legal]
,,D45B0006-5BCB4378-A96A7014-A70A76D3,3289312064_DAT,Tankgal,Female Tors,Stare into the unknown. [#Legal]
,,D45C29B3-C1ED4239-A7E200E2-F7DB2282,247795016_DAT,Featured Items,Minigame,
,,D460861D-1D1F4C42-8B03F603-6D396D2D,181156079_DAT,White Naveen Dress,Female Outfits,"The Occasions Collection brings you style, elegance and class, all wrapped up in the perfect outfit to wear to any of life's big occasions.  Go for the full, colour block look or mix and match for a touch of individuality.Make an impression, whatever the occasion! [#Legal]"
,,D4634E73-596C4032-AE0DC4D2-D7745591,263110177_DAT,Liar's Dice Game,Minigame,
,,D4641068-C98643D5-A04EDCE3-A0A05DCE,2888708599_DAT,Assassin's Creed 2 Logo Wristband,Male Hands,Assassin's Creed 2 Promo Wristband [#Legal]
,,D465885C-FE434938-BF7A26F1-9933DA84,704247579_DAT,C-3PO Protocol Droid Costume,Male Outfits,"I am C-3PO, human-cyborg relations.  C-3PO was fluent in over six million forms of communication. Generally seen with his counterpart, R2-D2, C-3PO's main function as a protocol droid was to assist with etiquette, customs and translations.[#Legal]"
,,D46A05C5-C3CD47E0-ADD0FB34-43731243,381577224_DAT,Female Darts T-Shirt,Female Tors,
,,D474839D-C2FF4450-8E04F5D4-2C4BE15E,1686380221_DAT,Drey Banner Earring - Blue (Left Ear),Female JewelLeftEar,Vintage detailing meets modern sexiness. [#Legal]
,,D47A185B-22564175-AA59C36D-240F0D18,4007015104_DAT,Dream Islander Bangles,Female Hands,"You've already splashed out on the exotic beach holiday, you may as well treat yourself to some other extravagances too . . . [#Legal]"
,,D4808493-F41E46A4-909668E2-A470E59B,1089544350_DAT,Smoke Jumper Helmet (Male),Male Hat,A military helmet. [#Legal]
,,D482EED5-12A54DB4-878CC3DC-F13F5141,1186383384_DAT,MotorStorm® Car Seat,Furniture,
,,D4882526-C999437E-AD40E79B-6B4578A7,839431531_DAT,Cupid Wings (Female),Female Hands,These wings will help you glide softly in the wind (Hand Item). [#Legal]
,,D48BA519-0FF745C7-BE864992-BBAB7BBA,3844450667_DAT,Phantom Mask (Male),Male Glasses,How mysterious... [#Legal]
,,D4943A2B-CC62427F-8564BE14-E865FA86,2631979529_DAT,Yachting Holiday Open Shirt - Pale Blue,Male Tors,"It may be the holiday season, but entertaining guests can be exhausting. Leave it all behind and escape to a tropical island paradise with Figment. [#Legal]"
,,D497933A-CC824FE4-9ACB57B8-16711A42,3524652106_DAT,Bushido Weapon: Dual Blades,Female Hands,These aggressive dual blades also match the colour of the wielder's hair. Gear up and become the gladiator of the future! [#Legal]
,,D4993012-E3AA4369-BCEF95AE-B2306399,3569196842_DAT,Sakura Shoes,Female Feet,"Feel like Sakura from Street Fighter IV with this pair of adorable sneakers! Sneaky!\n\nStreet Fighter IV © CAPCOM U.S.A., Inc.[#Legal]"
,,D49E127E-36674E87-8EEE1851-E635AF25,1856298076_DAT,Okonomiyaki (Pork),Furniture,カリカリに焼けた豚バラ肉の上に、ソースとマヨネーズと青海苔をたっぷりとかけた、ホカホカのお好み焼き。[#Legal]
,,D4AAC0CE-872B4C81-997591E9-94BB7C7F,3911294409_DAT,Dragon Spirit™ Tank Top &amp; Tattoo Sticker (Mens),Male Tors,
,,D4ACB721-70CE4336-95D986BC-3FD9BABE,4116505770_DAT,Stitchkins Peanut Butter Monkey Top (for Female),Female Tors,Show your love for the Stitchkins in this cute themed top. [#Legal]
,,D4ADA109-801A4A36-8DA62EB9-67456FC7,3639117858_DAT,Sodium Circuitry Short Shorts and Sneaker Wedges,Female Legs Feet,It can get hot out there on the salt flats - dress to keep cool and look cool. [#Legal]
,,D4B2FAED-46064276-A1E2982B-E727A0D9,843119483_DAT,Wild Ponytail IdolStyle,Female Hair,"Steal the spotlight and go wild with IdolStyles!  Don't let little things like gravity keep you from showing off an amazing hairstyle.  Idols need to live on the edge, and so do you! [#Legal]"
,,D4BD1FD1-F540426C-900F4BC6-8A627299,1912156383_DAT,Weather,Minigame,
,,D4BE86D4-7A4643F7-A5D212A2-88449B5F,3973283217_DAT,Glowing Death Mask Back Tattoo,Male Tors,"Living Ink: Glowing Death Mask.  Behind this mask is the face of a man unlike any known to the living.  Gazing into the glowing eyes, however, you know he spells trouble.[#Legal]"
,,D4BF274E-32494219-865EC870-CB367BBA,4117527735_DAT,Raver Gogo Dancer - Green,Female Outfits,You'll be the focus of any crowd when you pull off these dance moves. [#Legal]
,,D4C82408-A87F4563-84E5ED11-41408AC3,2086676501_DAT,"Beautiful Eyes: Mismatched (Black + Red, Female)",Female Glasses,Coloured contact lenses that change the look of your eyes.\nType: Mismatched\nColour: Black + Red[#Legal]
,,D4D478CC-3991403C-A3300668-19F71C0B,3626832908_DAT,Skeleton Gloves,Female Hands,
,,D4DAC822-10124584-A328F251-DC444BF2,901260323_DAT,Mr. Robot T-Shirt (Blue),Female Tors,Female01_Torso_T_F_OG2_Bl [#Legal]
,,D4E11942-94724BDD-8DBE1EEF-871FF530,3708386432_DAT,Women’s Business Suit,Female Outfits,Show everyone you are a respectable working girl with this classy business suit. [#Legal]
,,D4E2513E-FC484D6E-8A4BEA98-E6FF54A4,46468136_DAT,Retro Fitness Vest - Rainbow Heart,Female Tors,Work up a sweat in this Retro Fitness clothing. [#Legal]
,,D4E705D5-750C448F-87A38918-FBF5FED2,751236128_DAT,Cowboy Hat - Grey (Male),Male Hat,Turn those blue skies grey. [#Legal]
,,D4E7D19F-E00B4894-9591AC3F-3B7DC504,3434787060_DAT,Colourful Suit Heels (Female),Female Feet,Coloured heels. [#Legal]
,,D4EED527-58DA47BC-A3023562-E6503A60,2841870379_DAT,A-Team Tank,Female Tors,"Get this tank and join the A-Team for more Action, more Adventure, and more Attitude [#Legal]"
,,D4F29C6D-223B4946-88011026-8891808D,1928640845_DAT,Dark-Wash Bunny Jeans (Male),Male Legs,Baggy bunny jeans. [#Legal]
,,D4FAE7A4-58294EA0-92A93E6E-B9BB33BA,3391857794_DAT,Darla's Darts,Minigame,Pop balloons!
,,D4FD0388-E4A84340-BAFB0559-78495F59,459325449_DAT,GST - nDreams Dance Pack - Famous (Female),Animation,"Instantly recognisable dances from some classic music videos. Includes Shake It!, Single Person and The Madge. [#Legal]"
,,D510A071-019D4573-985A260A-31E4098F,2916108663_DAT,Motorcycle - Red With White Trim,Locomotion,This motorcycle allows you to move faster and with style. Ride around on this motorcycle to look cool and move faster. [#Legal]
,,D513BD0F-4F364082-A54C5E03-7EEC1528,2350335159_DAT,Fall Sweater and Jacket,Male Tors,
,,D51681CF-F44C49AD-B87E8186-2EBC8736,3615919981_DAT,Cowgirl Riding Gloves,Female Hands,
,,D51BEDF9-0E904B26-A8D941CE-F4F43329,1586975120_DAT,Hot Rod - 50s Classic,Locomotion,
,,D5207435-77034D92-B28E3F8D-FD94915E,2583033086_DAT,Zebra Print Skirt,Female Legs,
,,D521836E-E80F493E-BA459A2D-28BEC132,3639385163_DAT,Chloe's Cargos,Female Legs,"It 's a good thing you have that cool top on, because these pants don’t breath at all. However, they are quite difficult to stain. [#Legal]"
,,D52221A0-53794B69-A417BE7E-1F5845F4,2625970190_DAT,Sodium Red Glow Scorpion Tattoo,Male Tors,Scorpion Tattoo with Red Glow Effect - Sodium World Purchase
,,D52913DB-704F40EC-92C12408-A2E2461F,1500764619_DAT,Teleporter,Minigame,Teleporter [#Legal]
,,D5296E11-2EB644E5-B88060D2-1B44C9EA,1599023617_DAT,Tall Visari Chair,Furniture,
,,D5363ACA-CC7E4E9A-9A979351-BB76EB7F,4240738027_DAT,Glow Lion Earring (for Male/Left Ear),Male JewelLeftEar,Limited Edition Lockwood item exclusive to E3®! [#Legal]
,,D5407668-045D4B45-995EA936-C8A975B6,3109363763_DAT,Pop Diva Shoes (Female),Female Feet,Silver heels that are just as radiant as the dress they were made for. [#Legal]
,,D542F561-14CC4A6C-8179AB0E-3311ED6B,276193655_DAT,Agent 77 Ring (Female),Female Hands,"Because brass knuckles are a thing of the past, this gold knuckle ring, with diamonds, is a definite trend setter. [#Legal]"
,,D5436A78-F0914366-B7EC3B5D-6A893AD5,205038772_DAT,Cadet Cadence Ditsy Cup Cap and Pigtails,Female Hat,She saw three ships come sailing in... And got excited because they were delivering the latest fashions! [#Legal]
,,D54D2DD8-AB204843-BC6A88BB-83D74A43,1808209890_DAT,Assassin's Creed 2 Renaissance Mask,Male Glasses,Assassin's Creed 2 Renaissance Mask - Detailed metal and polished wood mask. [#Legal]
,,D5584E90-F5504C90-ABCA886A-72DD00E6,1577182849_DAT,CommFeb_BlingNecklace,Female Tors,CommFeb_BlingNecklace
,,D55D283A-705042DC-B3E0865C-A511AA59,975916678_DAT,The Lizzie - White,Female Hair,Cute yet quirky. \n\n Hair by Medusa [#Legal]
,,D5657942-64A64C26-AC49711C-5094DFE6,3541935489_DAT,Ninja-Silver Red/Ninja Shoes (Male),Male Feet,Costume of graduation from Red Ninja rank![#Legal]
,,D567A5A3-0FCA47CC-AD190507-2978F491,1755383327_DAT,Grey pattern sneakers (Men),Male Feet,Those timeless casual sneakers will look good on any occasion. [#Legal]
,,D57502D0-712F4528-B7CD5252-27238BCA,2620207432_DAT,Drey White Giant Flower Ring,Female Hands,Feel the romance in the Drey giant flower ring with edging detail. [#Legal]
